patch_id,FIA_Group,patch_acres,acres,num_patches
16452,Elm/Ash/Cottonwood,15,18885,248
16455,Oak/Hickory,46,1690645,3797
16456,Loblolly/Shortleaf Pine,15,375404,818
16456,Oak/Hickory,62,1690645,3797
16456,Oak/Gum/Cypress,15,57335,221
16456,Elm/Ash/Cottonwood,92,18885,248
16457,Oak/Hickory,15,1690645,3797
16459,Loblolly/Shortleaf Pine,46,375404,818
16459,Oak/Hickory,665,1690645,3797
16462,Oak/Gum/Cypress,15,57335,221
16464,Oak/Gum/Cypress,15,57335,221
16465,Oak/Hickory,15,1690645,3797
16467,Elm/Ash/Cottonwood,15,18885,248
16468,Loblolly/Shortleaf Pine,15,375404,818
16468,Oak/Hickory,604,1690645,3797
16469,Oak/Hickory,170,1690645,3797
16473,Loblolly/Shortleaf Pine,31,375404,818
16474,Oak/Hickory,32,1690645,3797
16479,Oak/Hickory,30,1690645,3797
16480,Loblolly/Shortleaf Pine,16,375404,818
16480,Oak/Gum/Cypress,16,57335,221
16488,Oak/Hickory,16,1690645,3797
16489,Oak/Hickory,15,1690645,3797
16490,Oak/Hickory,92,1690645,3797
16492,Loblolly/Shortleaf Pine,15,375404,818
16496,Loblolly/Shortleaf Pine,15,375404,818
16496,Oak/Pine,62,95892,352
16496,Oak/Hickory,140,1690645,3797
16497,Oak/Hickory,15,1690645,3797
16498,Oak/Hickory,433,1690645,3797
16498,Elm/Ash/Cottonwood,45,18885,248
16501,Oak/Hickory,89,1690645,3797
16504,Oak/Hickory,31,1690645,3797
16506,Oak/Hickory,108,1690645,3797
16512,Oak/Hickory,16,1690645,3797
16514,Loblolly/Shortleaf Pine,244,375404,818
16514,Oak/Pine,62,95892,352
16514,Oak/Hickory,15567,1690645,3797
16514,Oak/Gum/Cypress,815,57335,221
16514,Elm/Ash/Cottonwood,818,18885,248
16516,Oak/Hickory,153,1690645,3797
16519,Oak/Hickory,16,1690645,3797
16521,Oak/Hickory,16,1690645,3797
16522,Oak/Pine,15,95892,352
16522,Oak/Hickory,139,1690645,3797
16522,Elm/Ash/Cottonwood,47,18885,248
16530,Elm/Ash/Cottonwood,138,18885,248
16532,Loblolly/Shortleaf Pine,16,375404,818
16532,Oak/Pine,15,95892,352
16532,Oak/Hickory,834,1690645,3797
16538,Oak/Hickory,31,1690645,3797
16539,Loblolly/Shortleaf Pine,15,375404,818
16539,Oak/Hickory,15,1690645,3797
16541,Oak/Hickory,93,1690645,3797
16542,Oak/Hickory,16,1690645,3797
16546,Oak/Hickory,15,1690645,3797
16548,Oak/Hickory,170,1690645,3797
16550,Oak/Hickory,15,1690645,3797
16551,Oak/Hickory,16,1690645,3797
16555,Oak/Hickory,370,1690645,3797
16561,Oak/Hickory,31,1690645,3797
16564,Oak/Hickory,185,1690645,3797
16565,Oak/Hickory,15,1690645,3797
16567,Oak/Hickory,15,1690645,3797
16568,Oak/Hickory,77,1690645,3797
16570,Oak/Hickory,31,1690645,3797
16576,Oak/Hickory,31,1690645,3797
16577,Oak/Hickory,93,1690645,3797
16578,Oak/Hickory,76,1690645,3797
16578,Elm/Ash/Cottonwood,31,18885,248
16580,Oak/Hickory,62,1690645,3797
16580,Oak/Gum/Cypress,16,57335,221
16583,Oak/Hickory,186,1690645,3797
16583,Oak/Gum/Cypress,30,57335,221
16583,Elm/Ash/Cottonwood,31,18885,248
16585,Oak/Hickory,15,1690645,3797
16589,Oak/Hickory,16,1690645,3797
16589,Elm/Ash/Cottonwood,16,18885,248
16592,Oak/Hickory,16,1690645,3797
16593,Oak/Hickory,30,1690645,3797
16593,Elm/Ash/Cottonwood,16,18885,248
16594,Oak/Hickory,16,1690645,3797
16596,Oak/Hickory,125,1690645,3797
16598,Oak/Pine,16,95892,352
16598,Oak/Hickory,31,1690645,3797
16601,Oak/Hickory,15,1690645,3797
16603,Oak/Hickory,16,1690645,3797
16604,Oak/Hickory,61,1690645,3797
16606,Oak/Hickory,108,1690645,3797
16608,Oak/Hickory,46,1690645,3797
16609,Oak/Hickory,15,1690645,3797
16612,Oak/Hickory,15,1690645,3797
16614,Oak/Hickory,15,1690645,3797
16615,Oak/Hickory,46,1690645,3797
16620,Oak/Hickory,480,1690645,3797
16620,Oak/Gum/Cypress,16,57335,221
16620,Elm/Ash/Cottonwood,62,18885,248
16623,Oak/Hickory,247,1690645,3797
16624,Oak/Hickory,15,1690645,3797
16625,Oak/Hickory,16,1690645,3797
16633,Oak/Pine,15,95892,352
16633,Oak/Hickory,77,1690645,3797
16636,Loblolly/Shortleaf Pine,15,375404,818
16636,Oak/Hickory,93,1690645,3797
16636,Oak/Gum/Cypress,16,57335,221
16636,Elm/Ash/Cottonwood,60,18885,248
16637,Oak/Hickory,30,1690645,3797
16638,Oak/Hickory,16,1690645,3797
16639,Oak/Hickory,16,1690645,3797
16645,Oak/Hickory,92,1690645,3797
16646,Oak/Hickory,16,1690645,3797
16650,Oak/Hickory,15,1690645,3797
16651,Oak/Hickory,61,1690645,3797
16652,Oak/Hickory,16,1690645,3797
16652,Elm/Ash/Cottonwood,31,18885,248
16655,Oak/Hickory,16,1690645,3797
16657,Oak/Hickory,16,1690645,3797
16662,Oak/Hickory,264,1690645,3797
16662,Oak/Gum/Cypress,16,57335,221
16667,Oak/Hickory,15,1690645,3797
16668,Oak/Hickory,15,1690645,3797
16669,Oak/Hickory,31,1690645,3797
16672,Oak/Hickory,15,1690645,3797
16674,Oak/Hickory,15,1690645,3797
16675,Oak/Hickory,46,1690645,3797
16676,Loblolly/Shortleaf Pine,125,375404,818
16676,Oak/Pine,214,95892,352
16676,Oak/Hickory,327,1690645,3797
16679,Oak/Hickory,31,1690645,3797
16680,Oak/Hickory,202,1690645,3797
16681,Oak/Pine,62,95892,352
16681,Oak/Hickory,16,1690645,3797
16681,Oak/Gum/Cypress,15,57335,221
16682,Oak/Hickory,169,1690645,3797
16685,Oak/Pine,15,95892,352
16685,Oak/Hickory,31,1690645,3797
16687,Oak/Hickory,15,1690645,3797
16689,Oak/Hickory,62,1690645,3797
16690,Oak/Hickory,16,1690645,3797
16692,Oak/Hickory,975,1690645,3797
16692,Elm/Ash/Cottonwood,15,18885,248
16693,Oak/Hickory,16,1690645,3797
16694,Oak/Hickory,62,1690645,3797
16695,Oak/Hickory,46,1690645,3797
16698,Oak/Hickory,30,1690645,3797
16699,Oak/Hickory,176,1690645,3797
16700,Oak/Hickory,31,1690645,3797
16701,Oak/Hickory,94,1690645,3797
16706,Oak/Hickory,15,1690645,3797
16707,Oak/Hickory,47,1690645,3797
16708,Oak/Hickory,15,1690645,3797
16711,Oak/Hickory,46,1690645,3797
16711,Oak/Gum/Cypress,16,57335,221
16711,Elm/Ash/Cottonwood,32,18885,248
16712,Oak/Hickory,109,1690645,3797
16714,Oak/Hickory,340,1690645,3797
16714,Oak/Gum/Cypress,47,57335,221
16715,Oak/Hickory,16,1690645,3797
16715,Elm/Ash/Cottonwood,45,18885,248
16716,Oak/Hickory,906,1690645,3797
16716,Elm/Ash/Cottonwood,30,18885,248
16721,Oak/Hickory,30,1690645,3797
16723,Oak/Hickory,616,1690645,3797
16724,Oak/Hickory,30,1690645,3797
16724,Elm/Ash/Cottonwood,30,18885,248
16726,Oak/Hickory,14,1690645,3797
16727,Loblolly/Shortleaf Pine,30,375404,818
16727,Oak/Hickory,418,1690645,3797
16728,Oak/Hickory,32,1690645,3797
16732,Oak/Hickory,77,1690645,3797
16737,Oak/Hickory,16,1690645,3797
16738,Oak/Hickory,15,1690645,3797
16742,Oak/Hickory,16,1690645,3797
16744,Oak/Hickory,16,1690645,3797
16746,Oak/Hickory,15,1690645,3797
16749,Oak/Hickory,15,1690645,3797
16750,Oak/Pine,15,95892,352
16750,Oak/Hickory,45,1690645,3797
16751,Oak/Hickory,61,1690645,3797
16754,Elm/Ash/Cottonwood,31,18885,248
16757,Oak/Hickory,16,1690645,3797
16758,Loblolly/Shortleaf Pine,217,375404,818
16758,Oak/Hickory,1045,1690645,3797
16759,Oak/Hickory,15,1690645,3797
16761,Oak/Hickory,16,1690645,3797
16764,Oak/Hickory,62,1690645,3797
16764,Elm/Ash/Cottonwood,16,18885,248
16766,Oak/Hickory,249,1690645,3797
16767,Oak/Hickory,94,1690645,3797
16770,Oak/Hickory,15,1690645,3797
16771,Elm/Ash/Cottonwood,16,18885,248
16772,Oak/Hickory,0,1690645,3797
16773,Elm/Ash/Cottonwood,47,18885,248
16774,Oak/Hickory,124,1690645,3797
16775,Oak/Hickory,16,1690645,3797
16776,Oak/Hickory,60,1690645,3797
16777,Oak/Hickory,154,1690645,3797
16779,Oak/Pine,16,95892,352
16781,Oak/Hickory,15,1690645,3797
16785,Oak/Hickory,93,1690645,3797
16786,Oak/Pine,15,95892,352
16787,Oak/Hickory,47,1690645,3797
16788,Oak/Hickory,30,1690645,3797
16791,Loblolly/Shortleaf Pine,46,375404,818
16791,Oak/Pine,46,95892,352
16791,Oak/Hickory,92,1690645,3797
16792,Oak/Hickory,31,1690645,3797
16794,Oak/Hickory,16,1690645,3797
16795,Oak/Hickory,15,1690645,3797
16797,Oak/Hickory,16,1690645,3797
16798,Oak/Hickory,46,1690645,3797
16798,Elm/Ash/Cottonwood,16,18885,248
16799,Oak/Pine,15,95892,352
16799,Elm/Ash/Cottonwood,31,18885,248
16802,Elm/Ash/Cottonwood,16,18885,248
16805,Oak/Hickory,15,1690645,3797
16806,Oak/Hickory,31,1690645,3797
16806,Elm/Ash/Cottonwood,31,18885,248
16807,Loblolly/Shortleaf Pine,15,375404,818
16807,Oak/Hickory,78,1690645,3797
16808,Oak/Hickory,3,1690645,3797
16809,Oak/Hickory,124,1690645,3797
16810,Elm/Ash/Cottonwood,16,18885,248
16811,Elm/Ash/Cottonwood,32,18885,248
16814,Oak/Pine,15,95892,352
16823,Oak/Hickory,231,1690645,3797
16823,Elm/Ash/Cottonwood,15,18885,248
16826,Oak/Hickory,31,1690645,3797
16827,Oak/Hickory,248,1690645,3797
16827,Elm/Ash/Cottonwood,15,18885,248
16829,Oak/Hickory,31,1690645,3797
16830,Oak/Hickory,15,1690645,3797
16835,Elm/Ash/Cottonwood,46,18885,248
16838,Oak/Hickory,46,1690645,3797
16839,Oak/Hickory,31,1690645,3797
16841,Oak/Hickory,78,1690645,3797
16844,Oak/Hickory,47,1690645,3797
16848,Oak/Hickory,77,1690645,3797
16850,Oak/Hickory,15,1690645,3797
16851,Oak/Hickory,185,1690645,3797
16852,Oak/Hickory,78,1690645,3797
16858,Oak/Hickory,63,1690645,3797
16860,Oak/Hickory,15,1690645,3797
16861,Oak/Hickory,92,1690645,3797
16864,Oak/Hickory,16,1690645,3797
16865,Loblolly/Shortleaf Pine,15,375404,818
16865,Oak/Hickory,109,1690645,3797
16865,Oak/Gum/Cypress,15,57335,221
16865,Elm/Ash/Cottonwood,31,18885,248
16868,Oak/Hickory,46,1690645,3797
16871,Oak/Hickory,16,1690645,3797
16874,Oak/Hickory,16,1690645,3797
16875,Oak/Hickory,249,1690645,3797
16876,Oak/Hickory,15,1690645,3797
16877,Loblolly/Shortleaf Pine,18,375404,818
16877,Oak/Hickory,214,1690645,3797
16878,Oak/Hickory,62,1690645,3797
16880,Oak/Pine,48,95892,352
16880,Oak/Hickory,171,1690645,3797
16882,Oak/Hickory,16,1690645,3797
16883,Oak/Hickory,30,1690645,3797
16884,Oak/Hickory,15,1690645,3797
16887,Oak/Hickory,16,1690645,3797
16892,Oak/Hickory,47,1690645,3797
16892,Elm/Ash/Cottonwood,15,18885,248
16894,Oak/Hickory,16,1690645,3797
16897,Elm/Ash/Cottonwood,15,18885,248
16898,Oak/Hickory,15,1690645,3797
16903,Oak/Hickory,15,1690645,3797
16910,Elm/Ash/Cottonwood,14,18885,248
16913,Oak/Hickory,15,1690645,3797
16916,Oak/Hickory,228,1690645,3797
16916,Oak/Gum/Cypress,77,57335,221
16916,Elm/Ash/Cottonwood,94,18885,248
16917,Oak/Hickory,16,1690645,3797
16918,Oak/Hickory,15,1690645,3797
16919,Oak/Hickory,16,1690645,3797
16920,Oak/Hickory,16,1690645,3797
16922,Oak/Hickory,31,1690645,3797
16923,Oak/Hickory,16,1690645,3797
16924,Loblolly/Shortleaf Pine,342,375404,818
16924,Oak/Hickory,2811,1690645,3797
16924,Oak/Gum/Cypress,186,57335,221
16924,Elm/Ash/Cottonwood,624,18885,248
16924,Maple/Beech/Birch,15,116427,163
16927,Oak/Hickory,16,1690645,3797
16928,Oak/Hickory,16,1690645,3797
16932,Loblolly/Shortleaf Pine,167,375404,818
16932,Oak/Hickory,972,1690645,3797
16932,Oak/Gum/Cypress,15,57335,221
16932,Elm/Ash/Cottonwood,16,18885,248
16933,Oak/Hickory,30,1690645,3797
16934,Oak/Hickory,138,1690645,3797
16936,Oak/Pine,31,95892,352
16937,Elm/Ash/Cottonwood,14,18885,248
16940,Elm/Ash/Cottonwood,15,18885,248
16941,Oak/Hickory,324,1690645,3797
16943,Elm/Ash/Cottonwood,31,18885,248
16944,Oak/Hickory,15,1690645,3797
16945,Oak/Hickory,15,1690645,3797
16948,Oak/Hickory,31,1690645,3797
16950,Oak/Hickory,107,1690645,3797
16951,Oak/Hickory,15,1690645,3797
16952,Oak/Hickory,31,1690645,3797
16953,Oak/Hickory,16,1690645,3797
16954,Oak/Hickory,30,1690645,3797
16955,Oak/Pine,15,95892,352
16959,Oak/Hickory,123,1690645,3797
16962,Loblolly/Shortleaf Pine,138,375404,818
16962,Oak/Hickory,1723,1690645,3797
16962,Oak/Gum/Cypress,32,57335,221
16962,Elm/Ash/Cottonwood,32,18885,248
16964,Oak/Hickory,61,1690645,3797
16965,Oak/Hickory,47,1690645,3797
16970,Loblolly/Shortleaf Pine,31,375404,818
16970,Oak/Hickory,201,1690645,3797
16973,Oak/Hickory,15,1690645,3797
16978,Oak/Hickory,15,1690645,3797
16979,Oak/Hickory,31,1690645,3797
16980,Elm/Ash/Cottonwood,14,18885,248
16981,Oak/Hickory,30,1690645,3797
16982,Oak/Hickory,15,1690645,3797
16983,Oak/Hickory,16,1690645,3797
16987,Oak/Hickory,16,1690645,3797
16995,Oak/Hickory,14,1690645,3797
16995,Elm/Ash/Cottonwood,31,18885,248
16996,Elm/Ash/Cottonwood,16,18885,248
16998,Oak/Hickory,108,1690645,3797
16999,Oak/Hickory,31,1690645,3797
17000,Oak/Hickory,30,1690645,3797
17000,Elm/Ash/Cottonwood,16,18885,248
17006,Oak/Hickory,92,1690645,3797
17009,Elm/Ash/Cottonwood,199,18885,248
17011,Oak/Hickory,15,1690645,3797
17012,Oak/Hickory,16,1690645,3797
17019,Oak/Hickory,31,1690645,3797
17020,Loblolly/Shortleaf Pine,31,375404,818
17020,Oak/Hickory,231,1690645,3797
17020,Oak/Gum/Cypress,16,57335,221
17020,Elm/Ash/Cottonwood,108,18885,248
17021,Oak/Hickory,31,1690645,3797
17022,Elm/Ash/Cottonwood,16,18885,248
17026,Oak/Pine,16,95892,352
17026,Oak/Hickory,479,1690645,3797
17027,Oak/Hickory,15,1690645,3797
17028,Oak/Hickory,16,1690645,3797
17030,Oak/Hickory,15,1690645,3797
17032,Oak/Hickory,15,1690645,3797
17033,Oak/Hickory,106,1690645,3797
17035,Oak/Hickory,31,1690645,3797
17037,Loblolly/Shortleaf Pine,31,375404,818
17037,Oak/Pine,46,95892,352
17037,Oak/Hickory,235,1690645,3797
17038,Oak/Hickory,46,1690645,3797
17039,Oak/Hickory,77,1690645,3797
17041,Oak/Hickory,46,1690645,3797
17044,Oak/Hickory,15,1690645,3797
17045,Oak/Hickory,15,1690645,3797
17050,Oak/Hickory,15,1690645,3797
17052,Elm/Ash/Cottonwood,15,18885,248
17054,Oak/Hickory,16,1690645,3797
17057,Oak/Hickory,15,1690645,3797
17058,Oak/Hickory,200,1690645,3797
17058,Oak/Gum/Cypress,15,57335,221
17061,Oak/Hickory,31,1690645,3797
17061,Elm/Ash/Cottonwood,48,18885,248
17062,Oak/Hickory,46,1690645,3797
17062,Elm/Ash/Cottonwood,172,18885,248
17063,Oak/Hickory,16,1690645,3797
17064,Oak/Hickory,15,1690645,3797
17066,Oak/Hickory,138,1690645,3797
17069,Oak/Hickory,61,1690645,3797
17069,Elm/Ash/Cottonwood,68,18885,248
17072,Oak/Hickory,140,1690645,3797
17072,Elm/Ash/Cottonwood,16,18885,248
17075,Oak/Hickory,62,1690645,3797
17076,Oak/Hickory,56,1690645,3797
17080,Oak/Hickory,16,1690645,3797
17082,Oak/Hickory,94,1690645,3797
17088,Oak/Hickory,31,1690645,3797
17096,Oak/Hickory,138,1690645,3797
17098,Oak/Hickory,30,1690645,3797
17099,Oak/Hickory,78,1690645,3797
17105,Oak/Hickory,15,1690645,3797
17106,Oak/Hickory,16,1690645,3797
17109,Oak/Hickory,31,1690645,3797
17111,Oak/Hickory,107,1690645,3797
17113,Oak/Hickory,16,1690645,3797
17116,Oak/Hickory,15,1690645,3797
17120,Oak/Hickory,45,1690645,3797
17121,Oak/Hickory,16,1690645,3797
17124,Oak/Hickory,16,1690645,3797
17127,Oak/Hickory,15,1690645,3797
17128,Oak/Hickory,92,1690645,3797
17130,Oak/Hickory,15,1690645,3797
17134,Oak/Hickory,107,1690645,3797
17136,Oak/Hickory,31,1690645,3797
17140,Oak/Hickory,199,1690645,3797
17142,Oak/Hickory,184,1690645,3797
17144,Oak/Hickory,46,1690645,3797
17145,Oak/Hickory,32,1690645,3797
17145,Elm/Ash/Cottonwood,15,18885,248
17146,Oak/Hickory,61,1690645,3797
17147,Oak/Hickory,15,1690645,3797
17149,Oak/Hickory,15,1690645,3797
17151,Oak/Hickory,138,1690645,3797
17153,Oak/Hickory,31,1690645,3797
17158,Oak/Hickory,16,1690645,3797
17159,Loblolly/Shortleaf Pine,430,375404,818
17159,Oak/Hickory,1877,1690645,3797
17159,Oak/Gum/Cypress,140,57335,221
17159,Elm/Ash/Cottonwood,16,18885,248
17163,Oak/Hickory,122,1690645,3797
17164,Oak/Hickory,15,1690645,3797
17166,Oak/Hickory,31,1690645,3797
17169,Oak/Hickory,16,1690645,3797
17170,Oak/Hickory,185,1690645,3797
17170,Oak/Gum/Cypress,31,57335,221
17171,Oak/Hickory,92,1690645,3797
17171,Oak/Gum/Cypress,16,57335,221
17174,Oak/Hickory,15,1690645,3797
17180,Oak/Hickory,15,1690645,3797
17182,Oak/Hickory,31,1690645,3797
17183,Oak/Hickory,1,1690645,3797
17186,Oak/Hickory,106,1690645,3797
17187,Oak/Hickory,30,1690645,3797
17190,Oak/Hickory,15,1690645,3797
17193,Oak/Hickory,63,1690645,3797
17193,Elm/Ash/Cottonwood,31,18885,248
17194,Oak/Hickory,16,1690645,3797
17197,Oak/Hickory,17,1690645,3797
17198,Oak/Hickory,15,1690645,3797
17198,Elm/Ash/Cottonwood,15,18885,248
17199,Oak/Hickory,77,1690645,3797
17200,Oak/Hickory,15,1690645,3797
17200,Oak/Gum/Cypress,16,57335,221
17200,Elm/Ash/Cottonwood,16,18885,248
17203,Oak/Pine,16,95892,352
17204,Oak/Hickory,15,1690645,3797
17205,Oak/Hickory,186,1690645,3797
17206,Oak/Hickory,15,1690645,3797
17207,Oak/Hickory,15,1690645,3797
17208,Oak/Hickory,46,1690645,3797
17210,Oak/Hickory,15,1690645,3797
17211,Oak/Hickory,16,1690645,3797
17218,Oak/Hickory,15,1690645,3797
17219,Loblolly/Shortleaf Pine,15,375404,818
17219,Oak/Hickory,264,1690645,3797
17225,Loblolly/Shortleaf Pine,15,375404,818
17226,Elm/Ash/Cottonwood,15,18885,248
17227,Oak/Hickory,47,1690645,3797
17237,Oak/Hickory,31,1690645,3797
17239,Oak/Hickory,108,1690645,3797
17240,Oak/Hickory,108,1690645,3797
17245,Oak/Hickory,216,1690645,3797
17247,Oak/Pine,62,95892,352
17247,Oak/Hickory,1112,1690645,3797
17252,Loblolly/Shortleaf Pine,16,375404,818
17253,Oak/Hickory,16,1690645,3797
17257,Oak/Hickory,477,1690645,3797
17260,Oak/Hickory,15,1690645,3797
17261,Oak/Hickory,15,1690645,3797
17262,Oak/Hickory,32,1690645,3797
17266,Oak/Hickory,15,1690645,3797
17267,Oak/Hickory,245,1690645,3797
17268,Oak/Hickory,154,1690645,3797
17269,Loblolly/Shortleaf Pine,12,375404,818
17270,Oak/Hickory,31,1690645,3797
17276,Oak/Hickory,47,1690645,3797
17278,Oak/Hickory,92,1690645,3797
17279,Oak/Hickory,15,1690645,3797
17280,Oak/Hickory,32,1690645,3797
17281,Oak/Hickory,16,1690645,3797
17283,Oak/Hickory,92,1690645,3797
17284,Oak/Hickory,46,1690645,3797
17285,Oak/Hickory,15,1690645,3797
17286,Oak/Hickory,29,1690645,3797
17287,Oak/Hickory,16,1690645,3797
17288,Oak/Hickory,61,1690645,3797
17289,Oak/Hickory,15,1690645,3797
17291,Oak/Hickory,16,1690645,3797
17292,Oak/Hickory,15,1690645,3797
17292,Oak/Gum/Cypress,16,57335,221
17293,Oak/Hickory,16,1690645,3797
17293,Elm/Ash/Cottonwood,13,18885,248
17296,Oak/Hickory,31,1690645,3797
17296,Oak/Gum/Cypress,15,57335,221
17297,Loblolly/Shortleaf Pine,17,375404,818
17300,Oak/Hickory,227,1690645,3797
17303,Oak/Hickory,80,1690645,3797
17308,Oak/Hickory,31,1690645,3797
17309,Oak/Hickory,15,1690645,3797
17311,Oak/Hickory,15,1690645,3797
17312,Oak/Hickory,61,1690645,3797
17312,Elm/Ash/Cottonwood,48,18885,248
17314,Oak/Hickory,16,1690645,3797
17318,Oak/Hickory,16,1690645,3797
17319,Oak/Hickory,15,1690645,3797
17320,Oak/Hickory,15,1690645,3797
17323,Oak/Hickory,62,1690645,3797
17324,Loblolly/Shortleaf Pine,15,375404,818
17324,Oak/Hickory,61,1690645,3797
17324,Elm/Ash/Cottonwood,15,18885,248
17327,Oak/Hickory,15,1690645,3797
17330,Oak/Hickory,231,1690645,3797
17333,Oak/Hickory,952,1690645,3797
17333,Oak/Gum/Cypress,46,57335,221
17334,Oak/Hickory,48,1690645,3797
17335,Oak/Hickory,31,1690645,3797
17341,Oak/Hickory,17,1690645,3797
17343,Oak/Hickory,124,1690645,3797
17344,Oak/Hickory,16,1690645,3797
17345,Oak/Hickory,16,1690645,3797
17350,Oak/Hickory,493,1690645,3797
17351,Oak/Gum/Cypress,15,57335,221
17354,Oak/Hickory,16,1690645,3797
17355,Loblolly/Shortleaf Pine,44,375404,818
17355,Oak/Hickory,62,1690645,3797
17357,Oak/Hickory,324,1690645,3797
17358,Oak/Hickory,17,1690645,3797
17361,Oak/Hickory,31,1690645,3797
17365,Elm/Ash/Cottonwood,16,18885,248
17367,Oak/Hickory,16,1690645,3797
17368,Oak/Hickory,15,1690645,3797
17374,Oak/Hickory,31,1690645,3797
17378,Oak/Hickory,231,1690645,3797
17380,Oak/Hickory,31,1690645,3797
17386,Oak/Hickory,15,1690645,3797
17386,Oak/Gum/Cypress,16,57335,221
17393,Oak/Hickory,16,1690645,3797
17395,Oak/Hickory,16,1690645,3797
17396,Oak/Hickory,16,1690645,3797
17398,Oak/Hickory,29,1690645,3797
17398,Elm/Ash/Cottonwood,4,18885,248
17399,Oak/Hickory,15,1690645,3797
17403,Oak/Hickory,92,1690645,3797
17404,Oak/Hickory,46,1690645,3797
17405,Loblolly/Shortleaf Pine,46,375404,818
17406,Oak/Hickory,46,1690645,3797
17408,Oak/Hickory,30,1690645,3797
17409,Oak/Hickory,108,1690645,3797
17412,Oak/Hickory,16,1690645,3797
17414,Oak/Hickory,15,1690645,3797
17422,Oak/Hickory,15,1690645,3797
17424,Oak/Hickory,31,1690645,3797
17425,Oak/Hickory,16,1690645,3797
17428,Oak/Hickory,78,1690645,3797
17429,Oak/Hickory,91,1690645,3797
17430,Loblolly/Shortleaf Pine,16,375404,818
17431,Oak/Hickory,15,1690645,3797
17432,Oak/Hickory,15,1690645,3797
17435,Loblolly/Shortleaf Pine,15,375404,818
17435,Oak/Hickory,109,1690645,3797
17435,Oak/Gum/Cypress,15,57335,221
17435,Elm/Ash/Cottonwood,16,18885,248
17437,Oak/Hickory,31,1690645,3797
17442,Oak/Hickory,31,1690645,3797
17446,Oak/Hickory,16,1690645,3797
17447,Oak/Hickory,30,1690645,3797
17448,Oak/Hickory,477,1690645,3797
17449,Oak/Hickory,107,1690645,3797
17453,Oak/Hickory,15,1690645,3797
17461,Oak/Hickory,16,1690645,3797
17463,Oak/Hickory,16,1690645,3797
17465,Oak/Hickory,15,1690645,3797
17467,Oak/Hickory,62,1690645,3797
17472,Oak/Hickory,16,1690645,3797
17473,Oak/Hickory,16,1690645,3797
17474,Oak/Hickory,16,1690645,3797
17475,Oak/Hickory,15,1690645,3797
17476,Oak/Hickory,15,1690645,3797
17480,Oak/Hickory,31,1690645,3797
17481,Oak/Hickory,16,1690645,3797
17485,Oak/Hickory,244,1690645,3797
17490,Oak/Hickory,139,1690645,3797
17494,Oak/Hickory,48,1690645,3797
17497,Oak/Hickory,167,1690645,3797
17500,Oak/Hickory,107,1690645,3797
17501,Oak/Hickory,16,1690645,3797
17503,Oak/Hickory,185,1690645,3797
17507,Oak/Hickory,30,1690645,3797
17508,Oak/Hickory,16,1690645,3797
17512,Oak/Hickory,49,1690645,3797
17513,Oak/Hickory,15,1690645,3797
17514,Oak/Hickory,32,1690645,3797
17517,Oak/Hickory,23,1690645,3797
17518,Oak/Hickory,16,1690645,3797
17521,Oak/Hickory,31,1690645,3797
17522,Oak/Hickory,31,1690645,3797
17523,Oak/Hickory,185,1690645,3797
17524,Oak/Hickory,31,1690645,3797
17525,Oak/Hickory,15,1690645,3797
17527,Oak/Hickory,17,1690645,3797
17530,Oak/Hickory,15,1690645,3797
17531,Oak/Hickory,15,1690645,3797
17534,Oak/Hickory,15,1690645,3797
17535,Oak/Hickory,63,1690645,3797
17537,Oak/Hickory,47,1690645,3797
17538,Loblolly/Shortleaf Pine,15,375404,818
17538,Oak/Hickory,367,1690645,3797
17538,Oak/Gum/Cypress,46,57335,221
17540,Oak/Hickory,31,1690645,3797
17543,Oak/Hickory,16,1690645,3797
17548,Oak/Hickory,16,1690645,3797
17549,Oak/Hickory,15,1690645,3797
17552,Oak/Hickory,15,1690645,3797
17553,Oak/Hickory,16,1690645,3797
17554,Oak/Hickory,17,1690645,3797
17555,Oak/Hickory,92,1690645,3797
17564,Oak/Hickory,16,1690645,3797
17565,Oak/Hickory,61,1690645,3797
17566,Oak/Hickory,15,1690645,3797
17567,Loblolly/Shortleaf Pine,15,375404,818
17569,Oak/Hickory,15,1690645,3797
17570,Oak/Hickory,140,1690645,3797
17572,Oak/Hickory,16,1690645,3797
17574,Oak/Hickory,62,1690645,3797
17575,Oak/Hickory,31,1690645,3797
17580,Oak/Hickory,31,1690645,3797
17584,Oak/Hickory,787,1690645,3797
17585,Oak/Hickory,47,1690645,3797
17591,Oak/Hickory,15,1690645,3797
17592,Oak/Hickory,186,1690645,3797
17596,Oak/Hickory,138,1690645,3797
17598,Oak/Hickory,16,1690645,3797
17599,Loblolly/Shortleaf Pine,14,375404,818
17599,Oak/Hickory,601,1690645,3797
17602,Oak/Hickory,78,1690645,3797
17602,Oak/Gum/Cypress,15,57335,221
17602,Elm/Ash/Cottonwood,16,18885,248
17603,Oak/Hickory,293,1690645,3797
17604,Loblolly/Shortleaf Pine,16,375404,818
17606,Oak/Hickory,31,1690645,3797
17608,Loblolly/Shortleaf Pine,202,375404,818
17608,Oak/Hickory,3945,1690645,3797
17608,Oak/Gum/Cypress,47,57335,221
17609,Oak/Hickory,31,1690645,3797
17610,Oak/Hickory,16,1690645,3797
17611,Oak/Hickory,62,1690645,3797
17612,Oak/Hickory,15,1690645,3797
17615,Oak/Hickory,47,1690645,3797
17617,Oak/Hickory,15,1690645,3797
