patch_id,FIA_Forest_Type,patch_acres,acres,num_patches
13039,Mixed Upland Hardwoods,16,949111,3291
13040,Sweetgum / Yellow-poplar,30,512092,300
13041,Sweetgum / Yellow-poplar,16,512092,300
13042,Yellow-poplar,15,30149,211
13043,Mixed Upland Hardwoods,31,949111,3291
13045,Mixed Upland Hardwoods,16,949111,3291
13046,Black Cherry,15,77569,93
13050,Sweetgum / Yellow-poplar,31,512092,300
13052,Eastern Redcedar / Hardwood,15,1448,24
13053,Mixed Upland Hardwoods,32,949111,3291
13054,Mixed Upland Hardwoods,32,949111,3291
13055,Mixed Upland Hardwoods,31,949111,3291
13056,Sweetgum / Yellow-poplar,16,512092,300
13057,Mixed Upland Hardwoods,16,949111,3291
13059,Other Exotic Softwoods,16,646,2
13059,Black Cherry,16,77569,93
13060,Sweetgum / Yellow-poplar,15,512092,300
13061,Yellow-poplar,31,30149,211
13061,Mixed Upland Hardwoods,47,949111,3291
13062,Mixed Upland Hardwoods,31,949111,3291
13063,Mixed Upland Hardwoods,31,949111,3291
13064,Black Cherry,30,77569,93
13065,Mixed Upland Hardwoods,32,949111,3291
13066,Mixed Upland Hardwoods,16,949111,3291
13068,Chestnut Oak,16,32022,87
13069,Mixed Upland Hardwoods,17,949111,3291
13070,Mixed Upland Hardwoods,63,949111,3291
13072,Mixed Upland Hardwoods,31,949111,3291
13074,Post Oak / Blackjack Oak,31,8206,99
13074,Chestnut Oak,15,32022,87
13074,Mixed Upland Hardwoods,31,949111,3291
13074,Red Maple / Upland,31,584,18
13075,Mixed Upland Hardwoods,15,949111,3291
13077,Red Pine,16,1207,5
13077,Black Cherry,16,77569,93
13078,Mixed Upland Hardwoods,62,949111,3291
13079,Mixed Upland Hardwoods,16,949111,3291
13079,Cottonwood,31,1175,15
13082,Mixed Upland Hardwoods,62,949111,3291
13083,Mixed Upland Hardwoods,15,949111,3291
13084,Mixed Upland Hardwoods,207,949111,3291
13085,Red Pine,16,1207,5
13085,White Oak / Red Oak / Hickory,46,115120,329
13085,White Oak,31,9348,53
13085,Sweetgum / Yellow-poplar,869,512092,300
13085,Sugar Maple / Beech / Yellow Birch,48,38274,63
13085,Black Cherry,336,77569,93
13086,Chestnut Oak,31,32022,87
13086,Yellow-poplar,62,30149,211
13088,Mixed Upland Hardwoods,155,949111,3291
13089,Virginia Pine,200,18108,91
13089,Post Oak / Blackjack Oak,353,8206,99
13089,Yellow-poplar / White Oak / Red Oak,16,16541,139
13089,Yellow-poplar,93,30149,211
13089,Mixed Upland Hardwoods,831,949111,3291
13089,Red Maple / Lowland,15,2511,43
13089,Sugar Maple / Beech / Yellow Birch,15,38274,63
13090,Mixed Upland Hardwoods,31,949111,3291
13091,White Oak / Red Oak / Hickory,16,115120,329
13092,Virginia Pine,16,18108,91
13092,Yellow-poplar,77,30149,211
13092,Mixed Upland Hardwoods,107,949111,3291
13092,Red Maple / Upland,30,584,18
13093,Mixed Upland Hardwoods,47,949111,3291
13093,Sugar Maple / Beech / Yellow Birch,16,38274,63
13094,Sweetgum / Yellow-poplar,46,512092,300
13095,Mixed Upland Hardwoods,16,949111,3291
13098,Sugar Maple / Beech / Yellow Birch,17,38274,63
13101,Sweetgum / Yellow-poplar,15,512092,300
13102,Black Cherry,47,77569,93
13103,Mixed Upland Hardwoods,16,949111,3291
13104,Sweetgum / Yellow-poplar,32,512092,300
13105,Mixed Upland Hardwoods,16,949111,3291
13106,Sweetgum / Yellow-poplar,14,512092,300
13108,Mixed Upland Hardwoods,16,949111,3291
13109,Mixed Upland Hardwoods,30,949111,3291
13110,Sweetgum / Yellow-poplar,31,512092,300
13112,Mixed Upland Hardwoods,15,949111,3291
13113,Yellow-poplar,16,30149,211
13113,Mixed Upland Hardwoods,14,949111,3291
13114,Yellow-poplar,16,30149,211
13114,Mixed Upland Hardwoods,15,949111,3291
13115,Mixed Upland Hardwoods,75,949111,3291
13116,Post Oak / Blackjack Oak,16,8206,99
13116,Mixed Upland Hardwoods,15,949111,3291
13117,Mixed Upland Hardwoods,15,949111,3291
13118,Mixed Upland Hardwoods,108,949111,3291
13119,Mixed Upland Hardwoods,435,949111,3291
13120,Mixed Upland Hardwoods,16,949111,3291
13121,Yellow-poplar / White Oak / Red Oak,78,16541,139
13121,Yellow-poplar,155,30149,211
13121,Mixed Upland Hardwoods,1290,949111,3291
13121,Sugar Maple / Beech / Yellow Birch,15,38274,63
13122,Mixed Upland Hardwoods,16,949111,3291
13123,Mixed Upland Hardwoods,16,949111,3291
13124,Mixed Upland Hardwoods,15,949111,3291
